price,year,make,model,location,dealerName,isDealer,scrapeLocation,scrapeZip,mileage,highPriced,lowMileage,isLuxury,isRecent
19779,2022,Chrysler,Pacifica Touring L,"Harvey, LA (4 mi.)",Honda of Harvey,1,"New Orleans, LA",70112,92350,0,0,0,1
26999,2022,Chrysler,300 Touring,"Slidell, LA (28 mi.)",Legacy GMC,1,"New Orleans, LA",70112,52785,0,0,0,1
27689,2023,Honda,Accord EX 1.5T,"Slidell, LA (28 mi.)",Legacy GMC,1,"New Orleans, LA",70112,19958,0,1,0,1
30900,2022,Kia,Telluride EX,"Metairie, LA (7 mi.)",Bergeron Chrysler Dodge Jeep RAM,1,"New Orleans, LA",70112,62588,1,0,0,1
30500,2022,RAM,1500 Big Horn/Lone Star,"Harvey, LA (4 mi.)",Honda of Harvey,1,"New Orleans, LA",70112,22453,1,1,0,1
38995,2024,Hyundai,SANTA FE Calligraphy,"Harvey, LA (4 mi.)",Leson Chevrolet,1,"New Orleans, LA",70112,15780,1,1,0,1
32998,2023,Audi,Q7 55 Premium Plus,"Metairie, LA (7 mi.)",Matt Bowers Infiniti Metairie,1,"New Orleans, LA",70112,55779,1,0,1,1
33863,2022,BMW,X3 sDrive30i,"Metairie, LA (7 mi.)",Matt Bowers Infiniti Metairie,1,"New Orleans, LA",70112,31652,1,1,1,1
24995,2022,Kia,Sorento X-Line EX,"Metairie, LA (7 mi.)",Crown Buick GMC,1,"New Orleans, LA",70112,51480,0,0,0,1
25000,2022,Hyundai,PALISADE SEL,"Metairie, LA (7 mi.)",Paretti Mazda,1,"New Orleans, LA",70112,96458,0,0,0,1
14000,2015,Jeep,Grand Cherokee Laredo,"Metairie, LA (7 mi.)",Bergeron Chrysler Dodge Jeep RAM,1,"New Orleans, LA",70112,84867,0,0,0,0
21995,2023,Toyota,Camry SE,"Harvey, LA (6 mi.)",Legacy Westbank Buick GMC,1,"New Orleans, LA",70112,61165,0,0,0,1
26204,2021,Subaru,Outback Premium,"Metairie, LA (7 mi.)",Lakeside Toyota,1,"New Orleans, LA",70112,25224,0,1,0,1
22893,2019,Jeep,Grand Cherokee High Altitude,"Metairie, LA (7 mi.)",Lakeside Toyota,1,"New Orleans, LA",70112,96794,0,0,0,0
33908,2021,Genesis,GV80 3.5T,"Metairie, LA (7 mi.)",Matt Bowers Infiniti Metairie,1,"New Orleans, LA",70112,75399,1,0,1,1
59990,2024,Chevrolet,Silverado 1500 High Country,"Harvey, LA (4 mi.)",Leson Chevrolet,1,"New Orleans, LA",70112,3537,1,1,0,1
19999,2023,Hyundai,SANTA FE SEL,"Slidell, LA (27 mi.)",Honda of Slidell,1,"New Orleans, LA",70112,53231,0,0,0,1
21995,2019,Jeep,Grand Cherokee Laredo E,"Metairie, LA (7 mi.)",Crown Buick GMC,1,"New Orleans, LA",70112,30499,0,1,0,0
24550,2019,Volvo,XC60 T6 Inscription,"Metairie, LA (7 mi.)",Paretti Mazda,1,"New Orleans, LA",70112,56643,0,0,0,0
41750,2024,INFINITI,QX60 Pure,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,10881,1,1,0,1
26995,2019,Volvo,XC90 T6 Inscription,"Birmingham, AL (8 mi.)",Royal Automotive,1,"Birmingham, AL",35203,67756,0,0,0,0
54444,2023,Rivian,R1T Adventure Quad Motor Large Pack,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,40256,1,1,0,1
66777,2023,Rivian,R1S Adventure,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,23955,1,1,0,1
47914,2024,RAM,2500 Big Horn Crew Cab 4x4 6'4' Box,"Trussville, AL (12 mi.)",Serra Hyundai,1,"Birmingham, AL",35203,67776,1,0,0,1
63956,2024,INFINITI,QX80 SENSORY AWD,"Birmingham, AL (10 mi.)",INFINITI of Birmingham,1,"Birmingham, AL",35203,26884,1,1,0,1
28999,2019,Ford,F-150 Lariat,"Birmingham, AL (4 mi.)",Stivers Ford of Birmingham,1,"Birmingham, AL",35203,108015,0,0,0,0
29995,2024,Nissan,Rogue SL,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,594,1,1,0,1
30800,2023,Audi,Q5 45 S line Premium Plus,"Birmingham, AL (10 mi.)",Serra Toyota,1,"Birmingham, AL",35203,48660,1,1,1,1
49569,2025,INFINITI,QX60 Luxe,"Birmingham, AL (10 mi.)",INFINITI of Birmingham,1,"Birmingham, AL",35203,5842,1,1,0,1
20899,2024,Nissan,Altima 2.5 SV,"Birmingham, AL (9 mi.)",Tameron Honda,1,"Birmingham, AL",35203,46675,0,1,0,1
42995,2025,Volkswagen,Atlas 2.0T Peak Edition,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,1007,1,1,0,1
21999,2017,Audi,Q7 3.0T Premium,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,55557,0,0,1,0
24000,2023,Volkswagen,Tiguan 2.0T SE R-Line Black,"Birmingham, AL (11 mi.)",Serra Nissan,1,"Birmingham, AL",35203,33425,0,1,0,1
36988,2024,Volkswagen,Atlas 2.0T SE w/Technology,"Birmingham, AL (11 mi.)",Serra Volkswagen,1,"Birmingham, AL",35203,11619,1,1,0,1
33900,2024,Mazda,CX-5 Carbon Edition Turbo,"Pelham, AL (13 mi.)",Med Center Mazda,1,"Birmingham, AL",35203,10339,1,1,0,1
24589,2022,Volkswagen,Tiguan 2.0T SE R-Line Black,"Birmingham, AL (12 mi.)",Serra Trussville Kia,1,"Birmingham, AL",35203,35599,0,1,0,1
32994,2023,Jeep,Grand Cherokee Limited X,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,29956,1,1,0,1
23997,2021,Jeep,Grand Cherokee Laredo,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,37501,0,1,0,1
17825,2018,Tesla,Model 3 Long Range,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,77496,0,0,0,0
28995,2024,Volkswagen,Tiguan 2.0T SE R-Line Black 4MOTION,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,13425,0,1,0,1
35999,2025,Hyundai,SANTA FE SEL 2.4,"Trussville, AL (12 mi.)",Serra Hyundai,1,"Birmingham, AL",35203,1017,1,1,0,1
43299,2024,RAM,1500 Laramie,"Trussville, AL (12 mi.)",Serra Hyundai,1,"Birmingham, AL",35203,37777,1,1,0,1
37990,2020,Toyota,Tacoma TRD Sport,"Pelham, AL (13 mi.)",Med Center Mazda,1,"Birmingham, AL",35203,34211,1,1,0,1
26594,2020,Hyundai,PALISADE SEL,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,52210,0,0,0,1
32010,2021,Chevrolet,Silverado 1500 RST,"Birmingham, AL (12 mi.)",Serra Trussville Kia,1,"Birmingham, AL",35203,101233,1,0,0,1
37994,2020,RAM,1500 Longhorn,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,62822,1,0,0,1
33985,2019,RAM,1500 Rebel,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,78344,1,0,0,0
22197,2024,Nissan,Rogue SV,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,45767,0,1,0,1
20311,2019,Volkswagen,Atlas 3.6L SE w/Technology,"Birmingham, AL (11 mi.)",Serra Nissan,1,"Birmingham, AL",35203,68717,0,0,0,0
39425,2025,Volkswagen,Atlas 2.0T SE w/Technology 4MOTION,"Birmingham, AL (10 mi.)",INFINITI of Birmingham,1,"Birmingham, AL",35203,2899,1,1,0,1
24495,2024,Subaru,Outback Premium,"Birmingham, AL (9 mi.)",Tameron Honda,1,"Birmingham, AL",35203,45754,0,1,0,1
6995,2007,BMW,X3 3.0si,"Birmingham, AL (9 mi.)",Tameron Honda,1,"Birmingham, AL",35203,164618,0,0,1,0
23992,2020,Honda,Accord Sport 1.5T,"Birmingham, AL (9 mi.)",Tameron Honda,1,"Birmingham, AL",35203,52078,0,0,0,1
35999,2021,INFINITI,QX80 SENSORY,"Irondale, AL (9 mi.)",BMW Mini of Birmingham,1,"Birmingham, AL",35203,75003,1,0,0,1
26599,2018,Ford,F-150 Lariat,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,105190,0,0,0,0
20497,2023,Volkswagen,Tiguan 2.0T SE,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,47212,0,1,0,1
22489,2020,Buick,Enclave FWD Avenir,"Birmingham, AL (8 mi.)",Royal Automotive,1,"Birmingham, AL",35203,99822,0,0,0,1
25750,2024,Volkswagen,Tiguan 2.0T SE 4MOTION,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,37482,0,1,0,1
42990,2022,Ford,F-150 XLT,"Bessemer, AL (16 mi.)",Town & Country Ford,1,"Birmingham, AL",35203,38995,1,1,0,1
36200,2022,Toyota,Tacoma SR,"Birmingham, AL (10 mi.)",Serra Toyota,1,"Birmingham, AL",35203,34468,1,1,0,1
33497,2022,Mercedes-Benz,E-Class E 350,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,48178,1,1,1,1
39750,2024,Volkswagen,Atlas 2.0T SE w/Technology,"Birmingham, AL (8 mi.)",Royal Automotive,1,"Birmingham, AL",35203,6886,1,1,0,1
29100,2025,Toyota,Camry SE,"Birmingham, AL (10 mi.)",Serra Toyota,1,"Birmingham, AL",35203,7552,0,1,0,1
30100,2019,RAM,1500 Big Horn,"Birmingham, AL (10 mi.)",Serra Toyota,1,"Birmingham, AL",35203,38317,1,1,0,0
43500,2023,Volvo,XC60 B5 Ultimate Bright Theme,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,22545,1,1,0,1
32897,2022,RAM,1500 Big Horn/Lone Star,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,33322,1,1,0,1
29697,2024,BMW,X3 sDrive30i,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,42348,0,1,1,1
51868,2024,Volvo,XC90 B6 Plus Bright Theme 6-Seater,"Birmingham, AL (10 mi.)",INFINITI of Birmingham,1,"Birmingham, AL",35203,19975,1,1,0,1
44999,2022,Lexus,RX 350 F SPORT Handling,"Irondale, AL (9 mi.)",Lexus of Birmingham,1,"Birmingham, AL",35203,41380,1,1,1,1
20450,2020,Honda,Accord Sport 1.5T,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,98540,0,0,0,1
60300,2024,GMC,Sierra 1500 Denali,"Birmingham, AL (10 mi.)",Serra Toyota,1,"Birmingham, AL",35203,10468,1,1,0,1
10499,2015,Toyota,Camry SE,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,158841,0,0,0,0
41900,2021,Chevrolet,Silverado 1500 RST,"Birmingham, AL (10 mi.)",Serra Toyota,1,"Birmingham, AL",35203,18445,1,1,0,1
33997,2023,Audi,Q5 45 S line Premium Plus,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,21561,1,1,1,1
15765,2018,Jeep,Grand Cherokee Limited X,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,123547,0,0,0,0
28658,2022,Kia,Sorento SX,"Trussville, AL (12 mi.)",Serra Hyundai,1,"Birmingham, AL",35203,42466,0,1,0,1
33990,2021,Chevrolet,Silverado 1500 Custom Trail Boss,"Bessemer, AL (16 mi.)",Town & Country Ford,1,"Birmingham, AL",35203,108526,1,0,0,1
35991,2024,Hyundai,PALISADE SEL,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,5377,1,1,0,1
58000,2022,Ford,F-150 Limited,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,17621,1,1,0,1
38000,2024,Acura,RDX Base,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,20353,1,1,1,1
13495,2009,Chevrolet,Silverado 1500 LTZ Crew Cab,"Birmingham, AL (4 mi.)",Stivers Ford of Birmingham,1,"Birmingham, AL",35203,115079,0,0,0,0
48422,2025,BMW,X3 30 xDrive,"Irondale, AL (9 mi.)",BMW Mini of Birmingham,1,"Birmingham, AL",35203,1101,1,1,1,1
41500,2023,GMC,Sierra 1500 Elevation,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,56222,1,0,0,1
36941,2022,Chevrolet,Silverado 1500 LTZ,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,83521,1,0,0,1
31631,2024,Ford,Mustang EcoBoost Premium,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,20522,1,1,0,1
57995,2024,Chevrolet,Silverado 1500 High Country,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,27606,1,1,0,1
23999,2017,Jeep,Grand Cherokee 75th Anniversary Edition 4x4,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,90050,0,0,0,0
24790,2023,Volkswagen,Tiguan 2.0T SE,"Birmingham, AL (8 mi.)",Royal Automotive,1,"Birmingham, AL",35203,28205,0,1,0,1
51998,2023,RAM,2500 Laramie Crew Cab 4x4 6'4' Box,"Birmingham, AL (11 mi.)",Serra Nissan,1,"Birmingham, AL",35203,76286,1,0,0,1
45999,2023,Acura,MDX A-SPEC,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,39096,1,1,1,1
23953,2024,Toyota,Camry SE,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,63495,0,0,0,1
25750,2022,Volkswagen,Atlas 3.6L SE w/Technology,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,71662,0,0,0,1
43999,2023,Chevrolet,Silverado 1500 LT,"Trussville, AL (12 mi.)",Serra Hyundai,1,"Birmingham, AL",35203,59254,1,0,0,1
49499,2023,Mercedes-Benz,E-Class E 450,"Irondale, AL (9 mi.)",Lexus of Birmingham,1,"Birmingham, AL",35203,17945,1,1,1,1
62999,2023,GMC,Sierra 1500 Denali Ultimate,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,18120,1,1,0,1
36694,2022,Acura,MDX A-Spec Package,"Birmingham, AL (9 mi.)",Tameron Hyundai,1,"Birmingham, AL",35203,93359,1,0,1,1
39697,2022,BMW,X5 xDrive40i,"Irondale, AL (9 mi.)",BMW Mini of Birmingham,1,"Birmingham, AL",35203,53333,1,0,1,1
36197,2024,Toyota,Tacoma TRD Off Road,"Birmingham, AL (9 mi.)",EchoPark Automotive Birmingham,1,"Birmingham, AL",35203,29092,1,1,0,1
64999,2021,Cadillac,Escalade Premium Luxury Platinum,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,47102,1,1,1,1
23000,2023,Hyundai,SANTA FE SEL 2.4,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,44558,0,1,0,1
25994,2022,Volvo,XC60 B5 Momentum,"Pelham, AL (13 mi.)",Donohooauto LLC,1,"Birmingham, AL",35203,65161,0,0,0,1
33000,2023,Jeep,Grand Cherokee Limited X,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,29799,1,1,0,1
39593,2019,Cadillac,Escalade Platinum,"Birmingham, AL (10 mi.)",INFINITI of Birmingham,1,"Birmingham, AL",35203,82811,1,0,1,0
44500,2023,Acura,MDX Technology Package,"Pelham, AL (13 mi.)",Driver's Way,1,"Birmingham, AL",35203,34816,1,1,1,1
38999,2023,Acura,RDX A-Spec Advance Package,"Birmingham, AL (4 mi.)",Birmingham Luxury Motors,1,"Birmingham, AL",35203,62755,1,0,1,1
51491,2022,Porsche,Cayenne Base,"Trussville, AL (12 mi.)",Serra Hyundai,1,"Birmingham, AL",35203,69647,1,0,1,1
30471,2022,Buick,Enclave AWD Essence,"Nanuet, NY (24 mi.)",DCH Honda of Nanuet,1,"New York, NY",10001,31014,1,1,0,1
35688,2024,Audi,Q5 40 Premium,"Summit, NJ (19 mi.)",Salerno Duane Ford,1,"New York, NY",10001,14949,1,1,1,1
27227,2019,RAM,1500 Big Horn,"Upper Saddle River, NJ (22 mi.)",Maserati of Bergen County,1,"New York, NY",10001,79687,0,0,0,0
16595,2019,Honda,Civic EX,"Riverdale, NJ (23 mi.)",Kia of Riverdale,1,"New York, NY",10001,88665,0,0,0,0
44299,2023,Audi,Q7 45 Premium Plus,"Ramsey, NJ (23 mi.)",BMW of Ramsey,1,"New York, NY",10001,24831,1,1,1,1
24500,2022,Mazda,CX-5 2.5 S Premium,"Stamford, CT (28 mi.)",Honda of Stamford,1,"New York, NY",10001,23476,0,1,0,1
23448,2022,Honda,Civic Sport,"Union, NJ (16 mi.)",Planet Honda,1,"New York, NY",10001,37652,0,1,0,1
38418,2022,Maserati,Levante Modena,"Springfield Township, NJ (19 mi.)",Quality Auto Center of Springfield,1,"New York, NY",10001,31040,1,1,1,1
35365,2022,Audi,Q5 45 S line Premium,"Paramus, NJ (12 mi.)",Jack Daniels Audi of Paramus,1,"New York, NY",10001,13680,1,1,1,1
26995,2023,Honda,Civic Touring,"New Rochelle, NY (17 mi.)",Honda of New Rochelle,1,"New York, NY",10001,23542,0,1,0,1
30900,2023,Subaru,Forester Wilderness,"Jersey City, NJ (6 mi.)",Hudson Toyota,1,"New York, NY",10001,21820,1,1,0,1
25377,2022,Honda,Civic Sport Touring,"Hempstead, NY (20 mi.)",Millennium Honda,1,"New York, NY",10001,43174,0,1,0,1
22990,2024,Honda,Civic LX,"Tenafly, NJ (13 mi.)",Honda of Tenafly,1,"New York, NY",10001,22244,0,1,0,1
19900,2023,Dodge,Charger GT,"Rahway, NJ (19 mi.)",Square One Auto,1,"New York, NY",10001,52637,0,0,0,1
9999,2015,BMW,X3 xDrive28i,"Ramsey, NJ (23 mi.)",Mini of Ramsey,1,"New York, NY",10001,109714,0,0,1,0
28698,2022,Mazda,CX-5 2.5 Turbo Signature,"Wayne, NJ (19 mi.)",Wayne Mazda,1,"New York, NY",10001,11760,0,1,0,1
31719,2022,Acura,RDX Technology Package,"Freeport, NY (23 mi.)",BMW of Freeport,1,"New York, NY",10001,21589,1,1,1,1
34922,2022,RAM,1500 Big Horn/Lone Star,"Springfield Township, NJ (18 mi.)",Autoland Toyota/Chrysler/Jeep/Dodge,1,"New York, NY",10001,24833,1,1,0,1
33585,2021,Cadillac,XT5 Premium Luxury,"Freeport, NY (23 mi.)",Paul Conte Cadillac,1,"New York, NY",10001,24928,1,1,1,1
48500,2023,Lexus,RX 350 Premium Plus,"Rockville Centre, NY (20 mi.)",Lexus of Freeport,1,"New York, NY",10001,14236,1,1,1,1
33400,2024,Toyota,Tacoma SR,"Westbury, NY (24 mi.)",Westbury Toyota,1,"New York, NY",10001,8960,1,1,0,1
24943,2019,Honda,Accord Sport,"Freeport, NY (23 mi.)",BMW of Freeport,1,"New York, NY",10001,20143,0,1,0,0
65199,2025,Volvo,XC90 B6 Plus 7-Seater,"SUMMIT, NJ (20 mi.)",Smythe Volvo Cars,1,"New York, NY",10001,3245,1,1,0,1
47995,2022,RAM,1500 Laramie,"Woodbridge, NJ (21 mi.)","Olger Motors, Inc.",1,"New York, NY",10001,30078,1,1,0,1
24490,2023,Honda,Civic Sport,"Pompton Plains, NJ (22 mi.)",Route 23 Honda,1,"New York, NY",10001,32780,0,1,0,1
37487,2022,Toyota,Tacoma TRD Sport,"Greenvale, NY (20 mi.)",Penn Toyota,1,"New York, NY",10001,26505,1,1,0,1
39887,2022,Maserati,Levante Modena,"Upper Saddle River, NJ (22 mi.)",Maserati of Bergen County,1,"New York, NY",10001,33710,1,1,1,1
34888,2022,BMW,X3 xDrive30i,"Westbury, NY (24 mi.)",Rallye BMW,1,"New York, NY",10001,37698,1,1,1,1
15998,2020,Honda,Civic LX,"Keyport, NJ (25 mi.)",Tom's Ford,1,"New York, NY",10001,68453,0,0,0,1
27959,2024,Toyota,Camry LE,"Avenel, NJ (19 mi.)",Sansone Rt 1 Auto Mall,1,"New York, NY",10001,10670,0,1,0,1
28690,2020,Ford,F-150 XLT,"Riverdale, NJ (23 mi.)",Kia of Riverdale,1,"New York, NY",10001,77016,0,0,0,1
30988,2021,Cadillac,XT5 Premium Luxury,"Brooklyn, NY (12 mi.)",Bical Auto Mall,1,"New York, NY",10001,25465,1,1,1,1
54900,2024,RAM,1500 Limited,"Nanuet, NY (25 mi.)",Rockland Chrysler Dodge Jeep Ram,1,"New York, NY",10001,18123,1,1,0,1
33500,2022,Audi,Q5 45 S line Premium,"Great Neck, NY (16 mi.)",Audi Great Neck,1,"New York, NY",10001,17286,1,1,1,1
52495,2024,Volvo,XC90 B6 Plus Bright Theme 7-Seater,"Hasbrouck Heights, NJ (9 mi.)",Kundert Volvo Cars,1,"New York, NY",10001,24579,1,1,0,1
17750,2019,Honda,Accord EX-L,"Old Bridge Township, NJ (27 mi.)",DCH Academy Honda,1,"New York, NY",10001,107607,0,0,0,0
34866,2021,Maserati,"Ghibli S Q4, DRIVER ASST. PACKAGE, RARE COLOR COMBO, 1 OWNER, CPO ELIGIBLE!!!","Upper Saddle River, NJ (22 mi.)",Maserati of Bergen County,1,"New York, NY",10001,33972,1,1,1,1
26305,2025,Honda,Civic Sport,"Nanuet, NY (24 mi.)",DCH Honda of Nanuet,1,"New York, NY",10001,3450,0,1,0,1
25000,2025,Honda,Civic LX,"Woodside, NY (5 mi.)",Paragon Honda,1,"New York, NY",10001,5741,0,1,0,1
24459,2023,Honda,Civic EX,"Avenel, NJ (19 mi.)",Sansone Rt 1 Auto Mall,1,"New York, NY",10001,17379,0,1,0,1
41988,2024,Genesis,G70 3.3T Sport Advanced,"Greenwich, CT (26 mi.)",Chrysler Dodge Jeep Ram City,1,"New York, NY",10001,4067,1,1,1,1
34888,2022,BMW,X3 xDrive30i,"Freeport, NY (23 mi.)",BMW of Freeport,1,"New York, NY",10001,21104,1,1,1,1
16999,2020,Honda,Civic EX,"Mahwah, NJ (25 mi.)",Honda of Mahwah,1,"New York, NY",10001,84459,0,0,0,1
47995,2021,Ford,F-150 Lariat,"Woodbridge, NJ (21 mi.)","Olger Motors, Inc.",1,"New York, NY",10001,22667,1,1,0,1
29888,2023,RAM,1500 Big Horn/Lone Star,"Cedar Knolls, NJ (25 mi.)",Performance Buick GMC,1,"New York, NY",10001,32845,0,1,0,1
26780,2019,Acura,RDX Base,"Verona, NJ (14 mi.)",DCH Montclair Acura,1,"New York, NY",10001,31377,0,1,1,0
46992,2020,Jeep,Grand Cherokee SRT,"Springfield, NJ (19 mi.)",21 Century Auto Group,1,"New York, NY",10001,29393,1,1,0,1
33485,2025,Toyota,Camry LE,"Westbury, NY (24 mi.)",Westbury Toyota,1,"New York, NY",10001,227,1,1,0,1
34998,2025,Subaru,Forester Premium,"Emerson, NJ (16 mi.)",Liberty Subaru,1,"New York, NY",10001,2082,1,1,0,1
26499,2023,MINI,Hardtop Cooper S,"Ramsey, NJ (23 mi.)",Mini of Ramsey,1,"New York, NY",10001,17023,0,1,0,1
16595,2018,Volvo,XC60 T5 Momentum,"SUMMIT, NJ (20 mi.)",Smythe Volvo Cars,1,"New York, NY",10001,106226,0,0,0,0
38995,2023,RAM,1500 Big Horn/Lone Star,"Red Bank, NJ (30 mi.)",George Wall Ford Lincoln,1,"New York, NY",10001,27713,1,1,0,1
33648,2023,Jeep,Grand Cherokee Altitude,"East Hanover, NJ (21 mi.)",Nielsen Dodge Chrysler Jeep Ram,1,"New York, NY",10001,25769,1,1,0,1
38667,2022,Maserati,Levante GT,"Upper Saddle River, NJ (22 mi.)",Maserati of Bergen County,1,"New York, NY",10001,27236,1,1,1,1
49745,2024,GMC,Sierra 1500 Elevation,"Woodbridge, NJ (21 mi.)","Olger Motors, Inc.",1,"New York, NY",10001,8554,1,1,0,1
33869,2022,Volkswagen,Atlas 3.6L SE w/Technology,"Summit, NJ (20 mi.)",Douglas Volkswagen,1,"New York, NY",10001,24768,1,1,0,1
36875,2022,Chevrolet,Silverado 1500 Custom Trail Boss,"Woodbridge, NJ (21 mi.)","Olger Motors, Inc.",1,"New York, NY",10001,14420,1,1,0,1
45500,2025,Acura,RDX Base,"Scarsdale, NY (20 mi.)",Curry Acura,1,"New York, NY",10001,2011,1,1,1,1
10799,2018,Nissan,Rogue SV,"Syosset, NY (26 mi.)",Legend Nissan,1,"New York, NY",10001,72054,0,0,0,0
47959,2025,RAM,1500 Big Horn/Lone Star,"Avenel, NJ (19 mi.)",Sansone Rt 1 Auto Mall,1,"New York, NY",10001,12266,1,1,0,1
19995,2022,Nissan,Rogue SV,"Hillside, NJ (13 mi.)",Empire Nissan of Hillside,1,"New York, NY",10001,31786,0,1,0,1
18888,2019,Honda,Civic EX,"Manhasset, NY (16 mi.)",Honda of Manhasset,1,"New York, NY",10001,50501,0,0,0,0
32995,2022,Acura,RDX A-Spec Package,"Denville, NJ (29 mi.)",Autosport Acura of Denville,1,"New York, NY",10001,50562,1,0,1,1
109995,2023,Ford,F-150 Raptor,"Red Bank, NJ (30 mi.)",George Wall Ford Lincoln,1,"New York, NY",10001,17170,1,1,0,1
43988,2024,INFINITI,QX60 Luxe,"Summit, NJ (20 mi.)",Douglas INFINITI,1,"New York, NY",10001,19971,1,1,0,1
48987,2024,Audi,Q5 45 S line Premium Plus,"Secaucus, NJ (4 mi.)",Audi Meadowlands,1,"New York, NY",10001,7504,1,1,1,1
18617,2020,Honda,Accord EX 1.5T,"Union, NJ (16 mi.)",Planet Honda,1,"New York, NY",10001,84525,0,0,0,1
25350,2021,Subaru,Forester Limited,"Old Bridge Township, NJ (27 mi.)",DCH Academy Honda,1,"New York, NY",10001,33621,0,1,0,1
10999,2016,RAM,1500 Outdoorsman,"Avenel, NJ (19 mi.)",Richard Lucas Chevrolet,1,"New York, NY",10001,141707,0,0,0,0
36865,2024,Hyundai,PALISADE SEL,"Westbury, NY (24 mi.)",Westbury Toyota,1,"New York, NY",10001,12226,1,1,0,1
31980,2023,BMW,X3 xDrive30i,"Verona, NJ (14 mi.)",DCH Montclair Acura,1,"New York, NY",10001,29655,1,1,1,1
27495,2021,Chevrolet,Silverado 1500 Custom Trail Boss,"Ramsey, NJ (24 mi.)",Prestige Toyota of Ramsey,1,"New York, NY",10001,90974,0,0,0,1
18495,2019,Volkswagen,Tiguan 2.0T SEL Premium,"Paramus, NJ (14 mi.)",Jack Daniels Volkswagen,1,"New York, NY",10001,61461,0,0,0,0
46500,2025,Acura,MDX Standard,"Woodside, NY (5 mi.)",Paragon Acura,1,"New York, NY",10001,6003,1,1,1,1
27995,2024,Toyota,Tacoma SR,"Ramsey, NJ (24 mi.)",Prestige Toyota of Ramsey,1,"New York, NY",10001,17447,0,1,0,1
35923,2023,Jeep,Grand Cherokee Limited X,"Butler, NJ (25 mi.)",Precision Chrysler Jeep Dodge Ram,1,"New York, NY",10001,22329,1,1,0,1
36995,2023,Toyota,Tacoma SR,"Levittown, NY (26 mi.)",Town & Country Jeep Chrysler Dodge Ram,1,"New York, NY",10001,15947,1,1,0,1
25495,2018,Lexus,RX 350 RX 350,"Paramus, NJ (13 mi.)",DCH Paramus Honda,1,"New York, NY",10001,92531,0,0,1,0
